genres,keywords,title,cast,director,popularity
Adventure Action Thriller,laser british secret service secret service agent space based weapon,Die Another Day,Pierce Brosnan Halle Berry Rosamund Pike Rick Yune Toby Stephens,Lee Tamahori,54.159392000000004
Action Fantasy Comedy,female friendship ghost hunting reboot ghost,Ghostbusters,Melissa McCarthy Kristen Wiig Kate McKinnon Leslie Jones Chris Hemsworth,Paul Feig,66.21806
Action Thriller Science Fiction Adventure,saving the world paris moon cataclysm asteroid,Armageddon,Bruce Willis Billy Bob Thornton Ben Affleck Liv Tyler Will Patton,Michael Bay,58.485967
Action Adventure Comedy Science Fiction,saving the world secret identity sun glasses undercover space marine,Men in Black II,Tommy Lee Jones Will Smith Rip Torn Lara Flynn Boyle Johnny Knoxville,Barry Sonnenfeld,91.332849
Adventure Action Animation,denmark nordic mythology lie pride and vanity folk hero,Beowulf,Ray Winstone Angelina Jolie Anthony Hopkins Robin Wright John Malkovich,Robert Zemeckis,35.60166500000001
Action Adventure Animation Comedy Family,china martial arts kung fu village panda,Kung Fu Panda 3,Jack Black Bryan Cranston Dustin Hoffman Angelina Jolie J.K. Simmons,Jennifer Yuh Nelson,56.747978
Action Thriller Adventure,fight sequel mission explosion broken arm,Mission: Impossible - Ghost Protocol,Tom Cruise Jeremy Renner Simon Pegg Paula Patton Anil Kapoor,Brad Bird,77.77476999999998
Fantasy Animation Family,dream santa claus nightmare easter bunny tooth fairy,Rise of the Guardians,Chris Pine Alec Baldwin Jude Law Isla Fisher Hugh Jackman,Peter Ramsey,61.788035
Comedy,based on novel desperation robber hold-up robbery remake,Fun with Dick and Jane,Jim Carrey T\u00e9a Leoni Alec Baldwin Richard Jenkins Angie Harmon,Dean Parisot,25.159167999999998
Drama Action War History,japan war crimes sense of guilt swordplay general,The Last Samurai,Tom Cruise Ken Watanabe William Atherton Chad Lindberg Billy Connolly,Edward Zwick,52.341226
Adventure Drama Action,moses bible ancient egypt 3d ramses,Exodus: Gods and Kings,Christian Bale Joel Edgerton John Turturro Aaron Paul Ben Mendelsohn,Ridley Scott,101.599427
Science Fiction Action Adventure,spacecraft teleportation space mission parachute time travel,Star Trek,Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood,J.J. Abrams,73.61680799999998
Fantasy Action,loss of lover spider thanksgiving bad boss hostility,Spider-Man,Tobey Maguire Willem Dafoe Kirsten Dunst James Franco Cliff Robertson,Sam Raimi,82.502566
Fantasy Action Adventure Animation Comedy,father son relationship wife husband relationship sacrifice viking sequel,How to Train Your Dragon 2,Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett,Dean DeBlois,100.21391
Fantasy,egypt underworld fight mythology nile,Gods of Egypt,Brenton Thwaites Nikolaj Coster-Waldau Gerard Butler Courtney Eaton Elodie Yung,Alex Proyas,56.257249
Action,artificial intelligence u.s. navy aftercreditsstinger,Stealth,Josh Lucas Jessica Biel Jamie Foxx Sam Shepard Richard Roxburgh,Rob Cohen,17.88953
Action Mystery Science Fiction,dc comics secret identity mass murder retirement based on comic book,Watchmen,Malin \u00c5kerman Billy Crudup Carla Gugino Jeffrey Dean Morgan Patrick Wilson,Zack Snyder,64.798873
Action Adventure Comedy Crime Thriller,lapd house on fire revolver,Lethal Weapon 4,Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li,Richard Donner,24.855701
Drama Action Science Fiction,california san francisco monster general gun,Hulk,Eric Bana Jennifer Connelly Sam Elliott Josh Lucas Nick Nolte,Ang Lee,34.981698
Adventure Action Science Fiction Thriller,terror assassin secret technology missile,G.I. Joe: Retaliation,Dwayne Johnson D.J. Cotrona Adrianne Palicki Bruce Willis Ray Park,Jon M. Chu,59.325589
Action Adventure Comedy Drama Mystery,tyrant ironclad ship,Sahara,Matthew McConaughey Pen\u00e9lope Cruz Steve Zahn William H. Macy Lennie James,Breck Eisner,21.605567999999998
Adventure Action Animation Fantasy Science Fiction,battle assignment dystopia alien downfall scientist,Final Fantasy: The Spirits Within,Donald Sutherland Ming-Na Wen Alec Baldwin Ving Rhames Steve Buscemi,Hironobu Sakaguchi,26.074907999999997
Action Adventure Science Fiction,new york usa world war ii nazis marvel comic,Captain America: The First Avenger,Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan,Joe Johnston,74.50624599999998
Adventure Action Thriller,british mission oil heiress bilbao spain,The World Is Not Enough,Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane,Michael Apted,39.604363
Adventure,naturalist frigate self surgery sea battle weevil,Master and Commander: The Far Side of the World,Russell Crowe Paul Bettany James D'Arcy Billy Boyd Joseph Morgan,Peter Weir,36.973031
Adventure Fantasy Drama Romance,vampire romance villainess super strength imprinting,The Twilight Saga: Breaking Dawn - Part 2,Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser,Bill Condon,99.687084
Animation Comedy Family,penguin musical aftercreditsstinger 3d,Happy Feet Two,Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez,George Miller,17.7735
Science Fiction Action Adventure,new york rio de janeiro marvel comic superhero based on comic book,The Incredible Hulk,Edward Norton Liv Tyler Tim Roth William Hurt Tim Blake Nelson,Louis Leterrier,62.898336
Adventure Family Fantasy,london england england based on novel queen little girl,The BFG,Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader,Steven Spielberg,44.19092
Western Drama Adventure Thriller,father son relationship rape based on novel mountains winter,The Revenant,Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,100.635882
Animation Family,underdog car race dream speed power,Turbo,Ryan Reynolds Paul Giamatti Michael Pe\u00f1a Samuel L. Jackson Luis Guzm\u00e1n,David Soren,44.765377
Animation Comedy Family Western Adventure,sheriff nevada pet rango chameleon,Rango,Johnny Depp Isla Fisher Ned Beatty Bill Nighy Alfred Molina,Gore Verbinski,29.913529999999998
Family Animation Adventure Comedy,penguin madagascar 3d,Penguins of Madagascar,Tom McGrath Chris Miller Christopher Knights Conrad Vernon John Malkovich,Eric Darnell,84.366984
Action Drama Mystery Thriller,paris corruption madrid assassin based on novel,The Bourne Ultimatum,Matt Damon Julia Stiles David Strathairn Scott Glenn Paddy Considine,Paul Greengrass,45.381501
Adventure Animation Family Comedy,china martial arts kung fu mentor snake,Kung Fu Panda,Jack Black Dustin Hoffman Angelina Jolie Jackie Chan Lucy Liu,Mark Osborne,84.68964799999998
Science Fiction Action Adventure,marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger,Ant-Man,Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale,Peyton Reed,120.09361000000001
Adventure Action Science Fiction,competition based on novel mentor secret factory,The Hunger Games: Catching Fire,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence,76.310119
Fantasy Comedy Animation Science Fiction Family,friendship spaceship space alien alien invasion,Home,Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones,Tim Johnson,63.473086
Adventure Thriller Science Fiction,post traumatic stress  disorder new jersey airplane dystopia daughter,War of the Worlds,Tom Cruise Dakota Fanning Miranda Otto Justin Chatwin Tim Robbins,Steven Spielberg,48.572726
Adventure Action Comedy Thriller Crime,miami ku klux klan cuba undercover mexican standoff,Bad Boys II,Martin Lawrence Will Smith Jordi Moll\u00e0 Gabrielle Union Peter Stormare,Michael Bay,38.068736
Action Adventure Animation Family Fantasy,adventure fairy-tale figure,Puss in Boots,Antonio Banderas Salma Hayek Zach Galifianakis Billy Bob Thornton Amy Sedaris,Chris Miller,20.678787
Action Mystery Thriller,assassination spy cia kidnapping cold war,Salt,Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl,Phillip Noyce,48.829437
Drama Adventure,bible god noah 3d,Noah,Russell Crowe Jennifer Connelly Emma Watson Logan Lerman Anthony Hopkins,Darren Aronofsky,46.115758
Adventure Animation Mystery,riddle captain treasure liquor treasure hunt,The Adventures of Tintin,Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg,Steven Spielberg,89.938296
Adventure Fantasy Family,flying traitor magic cutting the cord child hero,Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe Rupert Grint Emma Watson Gary Oldman David Thewlis,Alfonso Cuar\u00f3n,79.679601
Drama,missionary world war ii ranch australia british,Australia,Nicole Kidman Hugh Jackman Essie Davis David Wenham Bryan Brown,Baz Luhrmann,28.840996999999998
Science Fiction Action Adventure,dystopia,After Earth,Jaden Smith Will Smith Sophie Okonedo Zo\u00eb Kravitz Glenn Morshower,M. Night Shyamalan,42.840582
Animation Family,cataclysm asteroid leader comet animation,Dinosaur,D. B. Sweeney Alfre Woodard Ossie Davis Max Casella Hayden Panettiere,Ralph Zondag,26.548594
Adventure Comedy Fantasy Family,night watchman museum natural history history smithsonian,Night at the Museum: Secret of the Tomb,Ben Stiller Rami Malek Rebel Wilson Robin Williams Owen Wilson,Shawn Levy,115.597753
Animation Action Comedy Family Science Fiction,saving the world date prison secret identity fish,Megamind,Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross,Tom McGrath,68.757242
Adventure Fantasy Family,witch christmas party magic cutting the cord halloween,Harry Potter and the Philosopher's Stone,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Tom Felton,Chris Columbus,109.984351
Fantasy Action Comedy Crime,gold police operation partner revenge undead,R.I.P.D.,Jeff Bridges Ryan Reynolds Kevin Bacon Stephanie Szostak Mary-Louise Parker,Robert Schwentke,39.448066
Adventure Fantasy Action,exotic island blacksmith east india trading company gold marriage proposal,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley Jack Davenport,Gore Verbinski,271.972889
Science Fiction Adventure Thriller,resistance post-apocalyptic dystopia war sequel,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Donald Sutherland,Francis Lawrence,206.227151
Thriller Mystery,paris holy grail christianity monk based on novel,The Da Vinci Code,Tom Hanks Audrey Tautou Ian McKellen Paul Bettany Jean Reno,Ron Howard,45.313196999999995
Animation Adventure Comedy Family,bird sequel jungle audition amazon rainforest,Rio 2,Jesse Eisenberg Anne Hathaway Leslie Mann Jamie Foxx Andy Garc\u00eda,Carlos Saldanha,42.400240000000004
Adventure Action Science Fiction Thriller,mutant marvel comic superhero based on comic book superhuman,X2,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,Bryan Singer,2.871739
Action Thriller Crime,brazil fbi freedom escape from prison car crash,Fast Five,Vin Diesel Paul Walker Jordana Brewster Tyrese Gibson Ludacris,Justin Lin,7.255717999999999
Adventure Action Crime Mystery,detective inspector steampunk criminal mastermind,Sherlock Holmes: A Game of Shadows,Robert Downey Jr. Jude Law Jared Harris Noomi Rapace Kelly Reilly,Guy Ritchie,81.49962099999998
Adventure Fantasy Action,hades mythology greek mythology zeus medusa,Clash of the Titans,Sam Worthington Liam Neeson Ralph Fiennes Gemma Arterton Jason Flemyng,Louis Leterrier,47.686442
Action Adventure Science Fiction,oxygen falsely accused resistance mars double life,Total Recall,Arnold Schwarzenegger Sharon Stone Rachel Ticotin Ronny Cox Michael Ironside,Paul Verhoeven,43.129703000000006
Adventure Fantasy Action,witch cave arabian scandinavia bagdad,The 13th Warrior,Antonio Banderas Vladimir Kulich Dennis Storh\u00f8i Daniel Southern Clive Russell,John McTiernan,27.220157
Action Thriller,assassin wolf maryland suicide by gunshot rooftop,The Bourne Legacy,Jeremy Renner Rachel Weisz Edward Norton Scott Glenn Stacy Keach,Tony Gilroy,90.33681
Action Crime Fantasy,double life dc comics dual identity crime fighter fictional place,Batman & Robin,George Clooney Chris O'Donnell Arnold Schwarzenegger Uma Thurman Alicia Silverstone,Joel Schumacher,50.073575
Family Comedy Fantasy,holiday christmas party new love santa claus village,How the Grinch Stole Christmas,Jim Carrey Taylor Momsen Jeffrey Tambor Christine Baranski Bill Irwin,Ron Howard,45.419668
Action Adventure Science Fiction Thriller,saving the world library cataclysm climate change greenhouse effect,The Day After Tomorrow,Dennis Quaid Jake Gyllenhaal Emmy Rossum Dash Mihok Jay O. Sanders,Roland Emmerich,41.380094
Adventure Action Thriller,terror spain cia helicopter secret identity,Mission: Impossible II,Tom Cruise Dougray Scott Thandie Newton Ving Rhames Richard Roxburgh,John Woo,54.931334
Drama,u.s. air force grocery jamaican meteorologist rescue boat,The Perfect Storm,George Clooney Mark Wahlberg Diane Lane John C. Reilly William Fichtner,Wolfgang Petersen,25.752118
Adventure Fantasy Action Thriller,fire helicopter surfboard mask satellite,Fantastic 4: Rise of the Silver Surfer,Ioan Gruffudd Jessica Alba Chris Evans Michael Chiklis Julian McMahon,Tim Story,60.810722999999996
Adventure Drama Action,ocean shipwreck hindu tiger faith,Life of Pi,Suraj Sharma Irrfan Khan Ayush Tandon Gautam Belur Adil Hussain,Ang Lee,51.328145
Thriller Action Fantasy Horror,mephisto religion and supernatural dying and death devil's son ghost world,Ghost Rider,Nicolas Cage Eva Mendes Wes Bentley Donal Logue Sam Elliott,Mark Steven Johnson,46.834703999999995
Action Thriller,assassin amnesia flashback,Jason Bourne,Matt Damon Alicia Vikander Tommy Lee Jones Vincent Cassel Julia Stiles,Paul Greengrass,62.641286
Action Adventure Comedy,robbery secret identity secret agent,Charlie's Angels: Full Throttle,Cameron Diaz Drew Barrymore Lucy Liu Bernie Mac Robert Patrick,McG,33.616115
Science Fiction Adventure Mystery,android dystopia alien spin off creation,Prometheus,Noomi Rapace Michael Fassbender Guy Pearce Idris Elba Logan Marshall-Green,Ridley Scott,68.889395
Family Adventure Animation Comedy,mouse falcon bird friendship family,Stuart Little 2,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Anna Hoelck,Rob Minkoff,27.99028400000001
Science Fiction Action Drama Thriller,dystopia space station class conflict,Elysium,Matt Damon Jodie Foster Sharlto Copley Alice Braga Diego Luna,Neill Blomkamp,67.33766999999999
Action Science Fiction,prison dystopia matter of life and death outer space intergalactic travel,The Chronicles of Riddick,Vin Diesel Thandie Newton Karl Urban Colm Feore Linus Roache,David Twohy,27.835435999999998
Action Science Fiction,cyborg future dystopia police remake,RoboCop,Joel Kinnaman Gary Oldman Michael Keaton Abbie Cornish Jackie Earle Haley,Jos\u00e9 Padilha,66.757869
Action Family Science Fiction,car race loss of brother chimp family duringcreditsstinger,Speed Racer,Emile Hirsch Christina Ricci Matthew Fox Susan Sarandon Scott Porter,Lilly Wachowski,17.060695000000006
Comedy Drama Romance,love triangle baseball athlete aftercreditsstinger,How Do You Know,Reese Witherspoon Paul Rudd Owen Wilson Jack Nicholson Kathryn Hahn,James L. Brooks,11.137655
Action Comedy,spy airport gas station garage pilot,Knight and Day,Tom Cruise Cameron Diaz Peter Sarsgaard Viola Davis Jordi Moll\u00e0,James Mangold,44.906918
Action Science Fiction Adventure Mystery,spacecraft dystopia space drone imax,Oblivion,Tom Cruise Morgan Freeman Olga Kurylenko Andrea Riseborough Nikolaj Coster-Waldau,Joseph Kosinski,67.698004
Science Fiction Adventure Action,showdown death star vision cult figure hatred,Star Wars: Episode III - Revenge of the Sith,Ewan McGregor Natalie Portman Hayden Christensen Ian McDiarmid Samuel L. Jackson,George Lucas,44.108427
Adventure Action Science Fiction,senate investigation army death star jedi,Star Wars: Episode II - Attack of the Clones,Ewan McGregor Natalie Portman Hayden Christensen Ian McDiarmid Samuel L. Jackson,George Lucas,43.987061
